OSD188_6_14_RI	OSD189_6_14_YNG	OSD190_6_14_KI	OSD191_6_14_DRW	OSD31_6_14_PH	OSD32_6_14_NSI	OSD33_6_14_MI
0.0000	0.0000	0.0044	0.0126	0.0083	0.0077	0.0057	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Fritschea;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0038	0.0000	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Simkania;
0.0120	0.0035	0.0044	0.0042	0.0000	0.0000	0.0057	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;
0.0000	0.0489	0.0044	0.0839	0.0083	0.0230	0.0000	Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Chlorobi;Chlorobia;Chlorobiales;OC31;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;
0.0080	0.0000	0.0044	0.1385	0.0000	0.0000	0.0000	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
0.0040	0.0000	0.0000	0.0126	0.0000	0.0000	0.0000	Bacteria;Chloroflexi;Ardenticatenia;uncultured;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;uncultured;
0.0478	0.0000	0.0529	0.0378	0.0000	0.0077	0.2978	Bacteria;Chloroflexi;JG30-KF-CM66;
0.7135	0.9144	0.4190	0.1553	0.1168	0.2835	1.7983	Bacteria;Chloroflexi;SAR202 clade;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Chloroflexi;TK10;
6.4573	4.6557	14.4564	5.2247	7.1956	16.5977	7.7372	Bacteria;Cyanobacteria;Chloroplast;
0.0040	0.0035	0.0000	0.0042	0.0000	0.0038	0.0000	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Cyanobacterium;
2.0966	7.8107	0.6307	1.5108	1.5517	6.0752	1.1168	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Prochlorococcus;
6.5928	11.9743	7.0077	16.4883	13.1898	9.2086	4.7993	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;FamilyI;Synechococcus;
0.0040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Leptolyngbya;
0.0040	0.1780	0.0000	0.0546	0.0000	0.0000	0.0000	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Oscillatoria;
0.0000	0.0000	0.0044	0.0000	0.0000	0.0000	0.0000	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Phormidium;
0.0000	0.0000	0.0000	0.0042	0.0042	0.0000	0.0000	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Planktothricoides;
0.0040	0.3630	0.0000	0.0042	0.0042	0.0000	0.0057	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;Trichodesmium;
0.0040	0.0070	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyII;Calothrix;
0.0478	0.0524	0.0441	0.1385	0.0042	0.0077	0.1203	Bacteria;Cyanobacteria;ML635J-21;
0.0000	0.0035	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Cyanobacteria;Melainabacteria;Caenarcaniphilales;
0.0040	0.0000	0.0000	0.0042	0.0042	0.0000	0.0000	Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales;
0.0000	0.0000	0.0044	0.0000	0.0000	0.0000	0.0000	Bacteria;Cyanobacteria;Melainabacteria;Vampirovibrionales;
0.0000	0.0000	0.0000	0.0504	0.0000	0.0000	0.0000	Bacteria;Deferribacteres;Deferribacteres Incertae Sedis;Unknown Order;Unknown Family;Caldithrix;
0.0000	0.0000	0.0000	0.0000	0.0083	0.0000	0.0000	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;
0.0040	0.0000	0.0000	0.0210	0.0000	0.0000	0.0000	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Deinococcus-Thermus;Deinococci;KD3-62;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Elusimicrobia;Elusimicrobia;4-29;
0.0000	0.0035	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Elusimicrobia;Elusimicrobia;Lineage IIb;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Elusimicrobia;Elusimicrobia;Lineage IV;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Elusimicrobia;Elusimicrobia;MD2894-B20;
0.0000	0.0000	0.0044	0.0000	0.0000	0.0000	0.0000	Bacteria;Elusimicrobia;Elusimicrobia;MVP-88;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;FCPU426;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Fibrobacteres;Chitinivibrionia;possible order 07;
0.0000	0.0000	0.0044	0.0126	0.0125	0.0115	0.0000	Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;
0.0080	0.0070	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
0.0000	0.0000	0.0088	0.0000	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;
0.0000	0.0000	0.0044	0.0000	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Chungangia;
0.0040	0.0035	0.0000	0.0000	0.0042	0.0000	0.0000	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;
0.0040	0.0035	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;
0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;
0.0080	0.0035	0.0044	0.0000	0.0042	0.0000	0.0000	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1;
0.0040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0038	0.0000	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured;
0.0040	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Intestinibacter;
0.0040	0.0070	0.0044	0.0210	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Clostridia;Halanaerobiales;ODP1230B8.23;
0.0040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;
0.0040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;
0.0080	0.0000	0.0044	0.0126	0.0000	0.0000	0.0000	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Propionigenium;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Gemmatimonadetes;AKAU4049;
0.1355	0.0035	0.0926	0.3651	0.0125	0.0038	0.8075	Bacteria;Gemmatimonadetes;BD2-11 terrestrial group;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;
0.0040	0.0000	0.0000	0.0671	0.0000	0.0000	0.0000	Bacteria;Gemmatimonadetes;PAUC43f marine benthic group;
0.0000	0.0035	0.0000	0.0671	0.0042	0.0000	0.0000	Bacteria;Gracilibacteria;
0.0000	0.0000	0.0000	0.0546	0.0000	0.0000	0.0057	Bacteria;Hydrogenedentes;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;BSV26;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;IheB3-7;
0.0080	0.0000	0.0000	0.0713	0.0000	0.0000	0.0000	Bacteria;Latescibacteria;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Latescibacteria;Latescibacteria Incertae Sedis;Unknown Order;Unknown Family;Candidatus Latescibacter;
0.0199	0.0175	0.0176	0.0629	0.0167	0.0881	0.0000	Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera;
0.0000	0.0000	0.0000	0.0168	0.0000	0.0000	0.0000	Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Arctic95B-14;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;PRD18C08;
0.0000	0.0000	0.0000	0.0420	0.0000	0.0000	0.0000	Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;
0.0000	0.0000	0.0176	0.1469	0.0042	0.0038	0.0000	Bacteria;Lentisphaerae;Oligosphaeria;SS1-B-02-17;
6.1703	4.7081	6.6064	5.3926	3.6249	3.3977	6.2826	Bacteria;Marinimicrobia (SAR406 clade);
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Microgenomates;Candidatus Woesebacteria;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Nitrospinae;Belgica2005-10-ZG-3;
0.0080	0.0000	0.0000	0.0000	0.0000	0.0000	0.0172	Bacteria;Nitrospinae;MD2898-B26;
0.0000	0.0000	0.0044	0.0042	0.0000	0.0000	0.0172	Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;
0.0000	0.0000	0.0176	0.0000	0.0000	0.0000	0.3551	Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;uncultured;
0.0080	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum;
0.0040	0.0000	0.0000	0.0420	0.0000	0.0000	0.0000	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;
0.0000	0.0000	0.0000	0.0671	0.0000	0.0000	0.0000	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
0.0040	0.0000	0.0000	0.0252	0.0000	0.0000	0.0000	Bacteria;Omnitrophica;
0.0040	0.0000	0.0088	0.0126	0.0000	0.0000	0.0115	Bacteria;Omnitrophica;Omnitrophica Incertae Sedis;Unknown Order;Unknown Family;Candidatus Omnitrophus;
0.0438	0.0035	0.0309	0.0210	0.0042	0.0038	0.0974	Bacteria;PAUC34f;
0.0000	0.0035	0.0000	0.0084	0.0083	0.0000	0.0057	Bacteria;Parcubacteria;
0.0000	0.0000	0.0044	0.0042	0.0000	0.0000	0.0000	Bacteria;Parcubacteria;Candidatus Campbellbacteria;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Parcubacteria;Candidatus Magasanikbacteria;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Parcubacteria;Candidatus Nomurabacteria;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Peregrinibacteria;
0.0120	0.0000	0.0044	0.0671	0.0042	0.0230	0.0000	Bacteria;Planctomycetes;BD7-11;
0.1315	0.0175	0.3219	0.3063	0.0083	0.0038	0.0573	Bacteria;Planctomycetes;OM190;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Phycisphaerae;B103G10;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Phycisphaerae;C86;
0.0000	0.0000	0.0000	0.0252	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Phycisphaerae;CCM11a;
0.0000	0.0000	0.0000	0.0168	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Phycisphaerae;MSB-3A7 sediment group;
0.0000	0.0000	0.0000	0.0378	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Phycisphaerae;MSBL9;
0.2910	0.0419	0.3043	0.0000	0.0667	0.0077	0.0401	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;
0.1196	0.0175	0.0706	0.0000	0.0375	0.0153	0.0687	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02 marine group;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;I-8;
0.0239	0.0000	0.0044	0.0000	0.0000	0.0000	0.0286	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;
0.0040	0.0000	0.0000	0.0252	0.0000	0.0000	0.0057	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;
0.3189	0.0489	0.0706	0.0462	0.0459	0.0498	0.0000	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Phycisphaerae;Pla1 lineage;
0.0040	0.0105	0.0044	0.1301	0.0000	0.0000	0.0172	Bacteria;Planctomycetes;Pla3 lineage;
0.0080	0.0000	0.0000	0.0504	0.0000	0.0000	0.0057	Bacteria;Planctomycetes;Pla4 lineage;
0.0000	0.0000	0.0044	0.0084	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Scalindua;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;
0.0159	0.0035	0.0265	0.0797	0.0083	0.0000	0.0000	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
0.0040	0.0000	0.0000	0.0336	0.0000	0.0000	0.0000	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula;
0.1036	0.0035	0.0044	0.0546	0.0000	0.0000	0.0344	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;
0.0359	0.0035	0.0088	0.1595	0.0083	0.0077	0.1260	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;
0.0199	0.0244	0.0221	0.1846	0.0083	0.0000	0.0000	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rubripirellula;
0.0239	0.0070	0.0044	0.0336	0.0042	0.0000	0.0057	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;
0.0000	0.0000	0.0000	0.0294	0.0000	0.0115	0.0000	Bacteria;Planctomycetes;vadinHA49;
0.0199	0.0000	0.0044	0.0000	0.0000	0.0000	0.0057	Bacteria;Poribacteria;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;
0.0279	0.0000	0.0176	0.0042	0.0167	0.0077	0.1031	Bacteria;Proteobacteria;AEGEAN-245;
0.0239	0.0000	0.0176	0.0210	0.0250	0.0192	0.0458	Bacteria;Proteobacteria;ARKICE-90;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0115	Bacteria;Proteobacteria;Alphaproteobacteria;4-Org1-14;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Eilatimonas;
0.0199	0.0000	0.0000	0.0210	0.0000	0.0000	0.0229	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;uncultured;
0.0000	0.0000	0.0044	0.0000	0.0083	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;uncultured;
0.0080	0.0000	0.0176	0.0000	0.0042	0.0115	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
0.0000	0.0035	0.0044	0.0000	0.0000	0.0038	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;
0.0000	0.0000	0.0000	0.0000	0.0083	0.3639	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0115	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;uncultured;
0.0080	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Glycocaulis;
0.0040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0229	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella;
0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.0115	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0344	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;
0.0120	0.0000	0.0044	0.0000	0.0000	0.0000	0.0115	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;
0.0040	0.0000	0.0000	0.0042	0.0167	0.0306	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis;
0.0000	0.0035	0.0000	0.0000	0.0000	0.0115	0.0172	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis;
0.0159	0.0000	0.0000	0.0000	0.0125	0.0038	0.0172	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;
0.0000	0.0035	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;
0.0000	0.0000	0.0044	0.0042	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;
0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Amphiplicatus;
0.0000	0.0070	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;
0.0040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;uncultured;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia;
0.0837	0.0035	0.0176	0.0168	0.0709	0.0306	0.0172	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter;
0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;
0.0000	0.0000	0.0000	0.0420	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0229	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pelagibacterium;
0.0000	0.0000	0.0000	0.0084	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;
0.0000	0.0035	0.0000	0.0000	0.0125	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
0.1276	0.0907	0.0794	0.1301	0.0125	0.0421	0.4639	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;OCS116 clade;
1.3353	1.0784	2.2051	0.2434	1.5726	1.3522	2.7433	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;PS1 clade;
0.0000	0.0000	0.0000	0.0000	0.0083	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Ahrensia;
0.0000	0.0035	0.0000	0.0042	0.0042	0.0000	0.0115	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;
0.0000	0.0035	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Oricola;
0.0040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;
0.0000	0.0000	0.0088	0.0084	0.0042	0.0038	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudahrensia;
0.0199	0.0035	0.0088	0.0252	0.0042	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;uncultured;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;
0.0040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;
0.0000	0.0000	0.0000	0.0126	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Afifella;
0.0000	0.0000	0.0000	0.0252	0.0000	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella;
0.0000	0.0000	0.0000	0.0126	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Methyloceanibacter;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Methyloligella;
0.0000	0.0140	0.0000	0.1427	0.0000	0.0038	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium;
0.0040	0.0000	0.0000	0.0252	0.0000	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;uncultured;
0.0000	0.0000	0.0044	0.0336	0.0000	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured;
0.0000	0.0000	0.0088	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
0.0000	0.0000	0.0044	0.0126	0.0083	0.0000	0.0229	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Actibacterium;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0458	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas;
0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;
0.0000	0.0070	0.1014	0.0000	0.0000	0.0000	0.1145	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;
0.0199	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter;
0.0040	0.2373	0.0000	0.4071	0.0209	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cribrihabitans;
0.0040	0.0035	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Dinoroseobacter;
0.0000	0.0000	0.0088	0.0000	0.0542	0.0000	0.0057	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;
0.0040	0.0000	0.0000	0.0000	0.0083	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Epibacterium;
0.0080	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;
