OSD188_6_14_RI	OSD189_6_14_YNG	OSD190_6_14_KI	OSD191_6_14_DRW	OSD31_6_14_PH	OSD32_6_14_NSI	OSD33_6_14_MI
0	0	0	4	0	0	0	Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Arctic95B-14;
0	0	0	1	0	0	0	Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;PRD18C08;
0	0	0	10	0	0	0	Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae;
0	0	4	35	1	1	0	Bacteria;Lentisphaerae;Oligosphaeria;SS1-B-02-17;
1548	1349	1498	1285	869	887	1097	Bacteria;Marinimicrobia (SAR406 clade);
0	0	0	2	0	0	0	Bacteria;Microgenomates;Candidatus Woesebacteria;
0	0	0	2	0	0	0	Bacteria;Nitrospinae;Belgica2005-10-ZG-3;
2	0	0	0	0	0	3	Bacteria;Nitrospinae;MD2898-B26;
0	0	1	1	0	0	3	Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;
0	0	4	0	0	0	62	Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;uncultured;
2	0	0	0	0	1	0	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum;
1	0	0	10	0	0	0	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;
0	0	0	16	0	0	0	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
1	0	0	6	0	0	0	Bacteria;Omnitrophica;
1	0	2	3	0	0	2	Bacteria;Omnitrophica;Omnitrophica Incertae Sedis;Unknown Order;Unknown Family;Candidatus Omnitrophus;
11	1	7	5	1	1	17	Bacteria;PAUC34f;
0	1	0	2	2	0	1	Bacteria;Parcubacteria;
0	0	1	1	0	0	0	Bacteria;Parcubacteria;Candidatus Campbellbacteria;
0	0	0	2	0	0	0	Bacteria;Parcubacteria;Candidatus Magasanikbacteria;
0	0	0	1	0	0	0	Bacteria;Parcubacteria;Candidatus Nomurabacteria;
0	0	0	2	0	0	0	Bacteria;Peregrinibacteria;
3	0	1	16	1	6	0	Bacteria;Planctomycetes;BD7-11;
33	5	73	73	2	1	10	Bacteria;Planctomycetes;OM190;
0	0	0	1	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;B103G10;
0	0	0	2	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;C86;
0	0	0	6	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;CCM11a;
0	0	0	4	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;MSB-3A7 sediment group;
0	0	0	9	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;MSBL9;
73	12	69	0	16	2	7	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;
30	5	16	0	9	4	12	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02 marine group;
0	0	0	2	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;I-8;
6	0	1	0	0	0	5	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;
1	0	0	6	0	0	1	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;
80	14	16	11	11	13	0	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
0	0	0	2	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;
0	0	0	1	0	0	0	Bacteria;Planctomycetes;Phycisphaerae;Pla1 lineage;
1	3	1	31	0	0	3	Bacteria;Planctomycetes;Pla3 lineage;
2	0	0	12	0	0	1	Bacteria;Planctomycetes;Pla4 lineage;
0	0	1	2	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Scalindua;
0	0	0	1	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;
4	1	6	19	2	0	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
1	0	0	8	0	0	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula;
26	1	1	13	0	0	6	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;
9	1	2	38	2	2	22	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;
5	7	5	44	2	0	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rubripirellula;
6	2	1	8	1	0	1	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;
0	0	0	7	0	3	0	Bacteria;Planctomycetes;vadinHA49;
5	0	1	0	0	0	1	Bacteria;Poribacteria;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;
7	0	4	1	4	2	18	Bacteria;Proteobacteria;AEGEAN-245;
6	0	4	5	6	5	8	Bacteria;Proteobacteria;ARKICE-90;
0	0	0	0	0	0	2	Bacteria;Proteobacteria;Alphaproteobacteria;4-Org1-14;
0	0	0	2	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Eilatimonas;
5	0	0	5	0	0	4	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;uncultured;
0	0	1	0	2	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;uncultured;
2	0	4	0	1	3	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;
0	1	1	0	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;
0	0	0	0	2	95	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;
0	0	0	1	0	3	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;uncultured;
2	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Glycocaulis;
1	0	0	0	0	0	4	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella;
0	0	0	0	1	0	2	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia;
0	0	0	0	0	0	6	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;
3	0	1	0	0	0	2	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;
1	0	0	1	4	8	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis;
0	1	0	0	0	3	3	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis;
4	0	0	0	3	1	3	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;
0	1	0	2	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;
0	0	1	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Amphiplicatus;
0	2	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;
1	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;uncultured;
0	0	0	0	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia;
21	1	4	4	17	8	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
0	0	0	0	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter;
0	0	0	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;
0	0	0	10	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;
0	0	0	0	0	0	4	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pelagibacterium;
0	0	0	2	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;
0	1	0	0	3	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
32	26	18	31	3	11	81	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;OCS116 clade;
335	309	500	58	377	353	479	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;PS1 clade;
0	0	0	0	2	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Ahrensia;
0	1	0	1	1	0	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;
0	1	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Oricola;
1	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;
0	0	2	2	1	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudahrensia;
5	1	2	6	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;uncultured;
0	0	0	0	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;
1	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;
0	0	0	3	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Afifella;
0	0	0	6	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella;
0	0	0	3	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Methyloceanibacter;
0	0	0	0	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Methyloligella;
0	4	0	34	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodobium;
1	0	0	6	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;uncultured;
0	0	1	8	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured;
0	0	2	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
0	0	1	3	2	0	4	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Actibacterium;
0	0	0	0	0	0	8	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albimonas;
0	0	0	0	1	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;
0	2	23	0	0	0	20	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;
5	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Celeribacter;
1	68	0	97	5	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Cribrihabitans;
1	1	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Dinoroseobacter;
0	0	2	0	13	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;
1	0	0	0	2	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Epibacterium;
2	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Falsirhodobacter;
0	0	0	0	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter;
0	1	0	0	0	1	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Halocynthiibacter;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Hwanghaeicola;
1	0	6	0	4	2	7	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;
0	0	0	2	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jhaorihella;
1	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Labrenzia;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Leisingera;
0	0	31	0	0	0	73	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter;
0	0	0	0	16	18	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;
0	0	0	3	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litorimicrobium;
6	4	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;
0	0	1	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lutimaribacter;
2	2	1	0	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Maritimibacter;
1	0	0	1	0	3	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nautella;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida;
0	1	0	0	0	0	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicola;
0	0	1	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceaniovalibus;
3	0	1	1	0	0	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter;
1	2	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;
6	0	38	0	2	0	31	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktomarina;
2	0	0	0	2	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktotalea;
0	0	0	3	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pontivivens;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudohalocynthiibacter;
1	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;
1	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudovibrio;
0	0	0	0	2	2	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;
0	0	0	0	0	2	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;
1	2	1	0	11	3	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium;
0	1	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibium;
0	1	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseisalinus;
0	0	0	2	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax;
1	0	2	0	0	0	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage;
0	0	0	1	0	0	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter;
9	12	2	10	13	8	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;
6	0	3	1	3	3	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;
1	4	12	2	9	11	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sediminimonas;
2	0	1	0	2	19	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia;
6	2	2	0	0	2	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;
0	0	0	0	0	2	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;
7	0	1	1	0	2	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassobius;
0	0	0	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicibacter;
0	0	0	8	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas;
1050	1260	613	542	1625	1108	407	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;
18	2	16	4	4	7	35	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AT-s3-44;
0	0	1	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;MNC12;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;MSB-1E8;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;
1132	1445	629	616	622	630	768	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AEGEAN-169 marine group;
0	0	0	2	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Fodinicurvata;
10	0	5	2	0	0	10	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospira;
0	2	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Nisaea;
63	58	198	50	17	17	295	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;OM75 clade;
0	0	0	3	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius;
0	1	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Terasakiella;
0	1	0	0	1	3	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;
287	278	260	232	151	143	549	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
0	0	0	0	2	4	4	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillales Incertae Sedis;Reyranella;
0	0	1	0	0	0	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;EF100-94H03;
0	0	1	2	3	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Holosporaceae;uncultured;
2	5	3	2	3	6	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;LWSR-14;
4	8	1	3	6	14	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;MD3-55;
136	91	128	68	66	207	102	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
0	4	0	0	0	2	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Cryptoprodotis;
0	0	0	0	0	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Gigarickettsia;
0	1	0	0	0	2	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Orientia;
5	12	3	8	2	7	2	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured;
1	0	1	0	4	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis;Candidatus Hepatincola;
1	0	0	1	1	1	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis;uncultured;
355	664	111	365	186	141	75	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;
778	1927	959	585	595	792	357	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;
10	95	7	1	49	20	4	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Candidatus Puniceispirillum;
0	0	2	0	0	0	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SHWN-night2;
0	0	0	2	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
0	0	0	5	0	0	7	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;T9d;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34;
58	34	10	25	76	84	15	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;
0	2	1	0	1	0	3	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Chesapeake-Delaware Bay;
5	3	3	0	8	7	13	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Deep 1;
676	1248	203	437	619	483	277	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;
8	0	1	12	0	2	0	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;Candidatus Pelagibacter;
177	169	34	108	45	141	61	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 2;
3	208	5	0	4	28	0	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 3;
174	455	135	6	101	236	271	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella;
1	0	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;uncultured;
0	1	0	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;
3	1	1	12	2	0	3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;
0	0	0	0	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus;
184	11	12	0	27	13	14	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;
0	0	0	0	4	8	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;
8	1	0	3	0	0	1	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;uncultured;
0	0	0	0	0	2	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;SD04E11;
0	0	3	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;
0	0	1	0	1	3	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
47	1	0	0	0	0	3	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingopyxis;
0	3	0	0	2	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;
1	2	0	0	1	155	2	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;
7	0	3	0	1	15	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
3	0	7	0	2	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;
0	0	2	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;
0	0	0	15	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;ss1-B-07-44;
0	0	0	8	0	0	0	Bacteria;Proteobacteria;BJGMM-U56;
0	0	0	1	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;
28	52	6	44	13	12	3	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;MWH-UniP1 aquatic group;
1	1	0	0	1	1	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Paraburkholderia;
2	0	24	0	0	0	1	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;
0	0	0	0	1	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;
1	0	0	1	1	1	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;
25	3	4	1	14	0	31	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
0	0	0	0	0	0	2	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;
