primary_accession	OSD188_6_14_RI	OSD189_6_14_YNG	OSD190_6_14_KI	OSD191_6_14_DRW	OSD31_6_14_PH	OSD32_6_14_NSI	OSD33_6_14_MI
M01153_28_000000000-ABJE2_1_1101_12782_9102	22	56	5	0	27	65	0
M01153_28_000000000-ABJE2_1_1101_12792_6484	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_12798_24437	0	0	0	0	0	0	13
M01153_28_000000000-ABJE2_1_1101_12805_9404	0	0	0	0	0	4	0
M01153_28_000000000-ABJE2_1_1101_12813_18592	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_12813_9792	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1101_12825_26446	0	1	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1101_12836_28592	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_12851_10760	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_12870_21983	0	0	0	19	0	0	0
M01153_28_000000000-ABJE2_1_1101_12892_17759	0	0	0	0	0	0	9
M01153_28_000000000-ABJE2_1_1101_12895_8782	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_12902_19800	1	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1101_12915_2802	0	0	0	0	0	0	7
M01153_28_000000000-ABJE2_1_1101_12924_2593	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1101_12942_10311	0	0	0	7	0	0	0
M01153_28_000000000-ABJE2_1_1101_12946_21699	0	4	0	0	0	7	0
M01153_28_000000000-ABJE2_1_1101_12947_2706	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_12953_25290	31	17	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_12968_3698	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_12978_15220	89	0	0	68	0	4	0
M01153_28_000000000-ABJE2_1_1101_12980_27381	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1101_12983_11943	0	0	57	0	0	0	32
M01153_28_000000000-ABJE2_1_1101_12983_27549	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_12986_10863	0	0	0	0	0	0	18
M01153_28_000000000-ABJE2_1_1101_12987_21560	3	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_12988_6435	0	204	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13000_1931	0	0	7	0	0	0	9
M01153_28_000000000-ABJE2_1_1101_13002_11609	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_13002_21860	0	0	3	0	8	0	0
M01153_28_000000000-ABJE2_1_1101_13009_21970	0	0	0	56	0	0	0
M01153_28_000000000-ABJE2_1_1101_13013_7983	46	57	317	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13016_3778	4	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_13017_22366	0	0	5	0	0	0	18
M01153_28_000000000-ABJE2_1_1101_13035_20142	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_13050_13701	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13053_9355	0	333	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13058_27809	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13058_6570	0	0	0	0	5	0	0
M01153_28_000000000-ABJE2_1_1101_13068_11712	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13074_12260	0	0	0	0	0	55	0
M01153_28_000000000-ABJE2_1_1101_13074_5741	1	3	0	0	1	1	0
M01153_28_000000000-ABJE2_1_1101_13103_25562	0	0	0	0	187	0	0
M01153_28_000000000-ABJE2_1_1101_13108_15906	67	82	45	2	23	174	0
M01153_28_000000000-ABJE2_1_1101_13111_21169	0	0	11	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13117_28172	4	2	0	0	0	1	9
M01153_28_000000000-ABJE2_1_1101_13125_20148	0	0	83	0	0	0	8
M01153_28_000000000-ABJE2_1_1101_13132_27592	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13174_10931	0	0	138	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13176_9288	15	0	0	56	12	0	0
M01153_28_000000000-ABJE2_1_1101_13177_26869	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13186_20843	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_13204_20524	0	0	0	0	1	0	9
M01153_28_000000000-ABJE2_1_1101_13215_13418	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_13238_9521	11	16	0	0	11	0	0
M01153_28_000000000-ABJE2_1_1101_13245_13588	0	0	0	0	0	0	71
M01153_28_000000000-ABJE2_1_1101_13250_12189	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_13265_23678	0	0	0	0	0	13	0
M01153_28_000000000-ABJE2_1_1101_13270_25375	0	0	0	0	118	0	0
M01153_28_000000000-ABJE2_1_1101_13277_19077	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13279_22396	0	0	0	84	0	0	0
M01153_28_000000000-ABJE2_1_1101_13283_18861	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_13314_26911	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13330_21898	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_13332_15145	0	11	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1101_13338_9799	0	0	0	102	0	0	0
M01153_28_000000000-ABJE2_1_1101_13351_21046	0	0	0	6	0	0	0
M01153_28_000000000-ABJE2_1_1101_13355_9279	20	0	19	0	15	3	23
M01153_28_000000000-ABJE2_1_1101_13357_16730	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1101_13362_10147	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13373_23236	36	13	24	57	8	26	46
M01153_28_000000000-ABJE2_1_1101_13374_2798	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13381_6463	0	0	17	0	9	2	8
M01153_28_000000000-ABJE2_1_1101_13382_21459	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13384_28788	0	0	0	0	0	0	133
M01153_28_000000000-ABJE2_1_1101_13401_19474	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_13403_18777	0	0	0	8	0	0	0
M01153_28_000000000-ABJE2_1_1101_13405_4346	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13411_5310	0	0	0	0	22	0	0
M01153_28_000000000-ABJE2_1_1101_13413_8840	0	0	2	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_13416_26006	0	91	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13422_9247	0	0	0	0	0	0	21
M01153_28_000000000-ABJE2_1_1101_13439_22182	5	2	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_13446_10381	0	11	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13448_22012	10	27	8	0	0	30	0
M01153_28_000000000-ABJE2_1_1101_13481_14925	0	0	0	2	0	0	2
M01153_28_000000000-ABJE2_1_1101_13498_8426	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_13504_7432	0	0	1	0	40	0	0
M01153_28_000000000-ABJE2_1_1101_13509_22880	1	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13513_16174	92	89	0	0	70	0	0
M01153_28_000000000-ABJE2_1_1101_13523_28623	0	28	34	0	122	0	22
M01153_28_000000000-ABJE2_1_1101_13539_22305	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_13545_16000	12	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13561_17867	3	5	1	1	0	1	0
M01153_28_000000000-ABJE2_1_1101_13570_3496	0	0	20	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13579_15762	0	0	0	0	2	8	0
M01153_28_000000000-ABJE2_1_1101_13591_10111	3	0	0	0	0	4	0
M01153_28_000000000-ABJE2_1_1101_13615_4948	14	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13632_22200	12	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13637_9501	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_13646_17953	0	0	0	0	0	0	175
M01153_28_000000000-ABJE2_1_1101_13676_15797	0	0	0	0	21	0	8
M01153_28_000000000-ABJE2_1_1101_13681_9498	0	1	0	156	0	0	0
M01153_28_000000000-ABJE2_1_1101_13687_18259	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1101_13731_21138	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1101_13754_5714	0	0	0	0	0	48	0
M01153_28_000000000-ABJE2_1_1101_13764_6409	0	0	19	0	48	0	0
M01153_28_000000000-ABJE2_1_1101_13765_27998	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13774_10164	91	703	0	1278	118	259	0
M01153_28_000000000-ABJE2_1_1101_13793_18189	38	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1101_13794_16248	0	0	0	17	0	0	0
M01153_28_000000000-ABJE2_1_1101_13808_15750	0	0	0	0	0	7	0
M01153_28_000000000-ABJE2_1_1101_13808_27846	8	0	0	3	5	9	3
M01153_28_000000000-ABJE2_1_1101_13809_6850	1	30	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13820_16965	0	0	0	0	0	9	0
M01153_28_000000000-ABJE2_1_1101_13831_25618	1	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_13836_15736	0	6	0	0	3	6	0
M01153_28_000000000-ABJE2_1_1101_13843_24217	0	0	0	123	0	12	0
M01153_28_000000000-ABJE2_1_1101_13850_21392	0	0	0	0	0	0	5
M01153_28_000000000-ABJE2_1_1101_13858_23459	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13874_2912	0	0	0	27	0	0	0
M01153_28_000000000-ABJE2_1_1101_13903_9358	0	0	205	0	10	0	5
M01153_28_000000000-ABJE2_1_1101_13904_2500	0	2	0	0	5	0	0
M01153_28_000000000-ABJE2_1_1101_13905_13893	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13915_20622	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_13925_15147	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13926_9120	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13930_27224	0	5	0	23	0	0	0
M01153_28_000000000-ABJE2_1_1101_13936_15097	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_13937_4046	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_13968_26237	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_13978_5011	0	0	0	5	0	0	0
M01153_28_000000000-ABJE2_1_1101_13991_14984	0	50	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_13991_21089	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1101_13992_27015	0	0	0	0	0	16	0
M01153_28_000000000-ABJE2_1_1101_13999_22408	1	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_14001_26109	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_14011_9554	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14025_26711	6	9	0	0	32	0	0
M01153_28_000000000-ABJE2_1_1101_14026_5875	0	0	0	0	0	34	0
M01153_28_000000000-ABJE2_1_1101_14041_16050	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14042_22219	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_14044_16130	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_14065_21452	0	0	0	0	0	203	0
M01153_28_000000000-ABJE2_1_1101_14072_18408	0	2	0	0	10	0	0
M01153_28_000000000-ABJE2_1_1101_14105_25782	0	0	7	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14115_15824	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_14126_7733	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14126_9098	0	0	22	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14132_26020	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14143_21311	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14147_11709	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_14161_25110	0	0	0	0	13	0	0
M01153_28_000000000-ABJE2_1_1101_14163_20510	0	2	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_14164_23708	0	0	0	0	48	0	0
M01153_28_000000000-ABJE2_1_1101_14173_17169	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14180_7531	0	0	0	0	0	35	0
M01153_28_000000000-ABJE2_1_1101_14184_4268	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14197_3091	9	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1101_14203_17356	0	0	0	3	0	2	0
M01153_28_000000000-ABJE2_1_1101_14213_1880	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_14216_18302	0	6	34	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14244_17312	0	0	0	0	0	5	0
M01153_28_000000000-ABJE2_1_1101_14258_18829	0	0	9	0	10	12	0
M01153_28_000000000-ABJE2_1_1101_14263_1900	8	4	0	17	4	0	0
M01153_28_000000000-ABJE2_1_1101_14264_3462	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14267_21363	0	0	0	0	0	0	17
M01153_28_000000000-ABJE2_1_1101_14270_24399	383	105	0	0	3	42	0
M01153_28_000000000-ABJE2_1_1101_14271_8192	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14276_20346	1	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1101_14276_27810	3	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14278_19140	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14292_21894	0	0	0	0	0	7	0
M01153_28_000000000-ABJE2_1_1101_14296_6066	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14300_14770	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14317_19068	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1101_14323_11459	0	0	3	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_14324_12140	19	35	0	34	8	16	0
M01153_28_000000000-ABJE2_1_1101_14331_5636	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14346_22358	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_14357_9036	0	0	0	48	0	0	0
M01153_28_000000000-ABJE2_1_1101_14381_2598	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_14406_26836	0	161	73	13	171	0	29
M01153_28_000000000-ABJE2_1_1101_14417_6178	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14429_21458	0	48	0	109	0	0	0
M01153_28_000000000-ABJE2_1_1101_14439_2579	0	37	0	0	0	13	0
M01153_28_000000000-ABJE2_1_1101_14461_21421	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_14482_3088	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_14494_28071	16	0	12	0	0	49	0
M01153_28_000000000-ABJE2_1_1101_14496_19329	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14504_26077	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_14524_17481	0	0	1	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_14538_16791	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14539_22550	0	0	0	0	112	0	29
M01153_28_000000000-ABJE2_1_1101_14569_27768	12	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_14571_20983	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_14575_26949	0	0	0	10	0	0	0
M01153_28_000000000-ABJE2_1_1101_14586_23302	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14591_11416	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14606_20156	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1101_14608_18599	0	0	0	0	8	0	0
M01153_28_000000000-ABJE2_1_1101_14611_13314	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_14649_20051	0	0	20	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14664_22246	0	2	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_14676_14512	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14694_19279	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1101_14696_28350	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14702_5853	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_14705_28019	0	0	1	0	0	0	4
M01153_28_000000000-ABJE2_1_1101_14729_9904	0	0	0	1	5	0	0
M01153_28_000000000-ABJE2_1_1101_14731_14539	0	0	0	0	52	0	0
M01153_28_000000000-ABJE2_1_1101_14738_20207	8	3	2	0	46	77	3
M01153_28_000000000-ABJE2_1_1101_14741_28402	0	0	0	2	1	0	0
M01153_28_000000000-ABJE2_1_1101_14756_18653	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1101_14772_10965	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14778_6064	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_14785_11596	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_14807_10203	5	40	15	60	0	0	4
M01153_28_000000000-ABJE2_1_1101_14842_14370	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14851_24070	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_14859_16870	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14863_26991	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_14868_18494	0	0	0	0	0	20	0
M01153_28_000000000-ABJE2_1_1101_14906_17470	1	3	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14908_10008	0	0	5	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14908_6781	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14919_24279	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14927_11220	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14961_14689	3	0	115	0	0	3	0
M01153_28_000000000-ABJE2_1_1101_14972_7713	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_14983_27168	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_14994_21963	17	0	0	0	16	0	0
M01153_28_000000000-ABJE2_1_1101_14994_6815	1	0	1	2	0	0	0
M01153_28_000000000-ABJE2_1_1101_15003_23331	3	7	2	0	9	0	0
M01153_28_000000000-ABJE2_1_1101_15015_13129	0	6	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15016_15385	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15076_27575	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_15082_22619	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_15090_4721	0	0	0	0	16	5	0
M01153_28_000000000-ABJE2_1_1101_15100_1896	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15119_22791	3	4	0	3	1	0	0
M01153_28_000000000-ABJE2_1_1101_15120_11508	14	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15133_14482	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_15139_10992	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15147_19859	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15148_21299	0	7	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15154_21817	0	0	0	9	0	0	0
M01153_28_000000000-ABJE2_1_1101_15161_28145	0	0	0	102	0	0	0
M01153_28_000000000-ABJE2_1_1101_15167_7160	0	0	0	0	0	0	39
M01153_28_000000000-ABJE2_1_1101_15173_10308	5	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15185_11129	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_15192_17647	0	0	0	0	29	0	0
M01153_28_000000000-ABJE2_1_1101_15222_18551	1	1	5	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15238_1923	11	0	64	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15268_17323	5	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15273_12600	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15278_7680	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_15314_24565	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15324_18705	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15382_11273	0	0	5	0	0	0	6
M01153_28_000000000-ABJE2_1_1101_15387_24087	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15399_15704	5	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15410_25942	0	0	0	14	0	0	0
M01153_28_000000000-ABJE2_1_1101_15417_22027	0	0	0	20	0	0	0
M01153_28_000000000-ABJE2_1_1101_15417_28130	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15434_23849	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15444_7370	0	24	0	11	0	6	0
M01153_28_000000000-ABJE2_1_1101_15446_4138	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15462_4936	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15466_26374	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_15476_25174	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_15481_18562	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1101_15499_10960	0	0	0	7	0	0	0
M01153_28_000000000-ABJE2_1_1101_15532_10499	0	0	0	0	4	42	1
M01153_28_000000000-ABJE2_1_1101_15535_12285	0	13	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15538_28725	9	172	6	7	0	0	57
M01153_28_000000000-ABJE2_1_1101_15569_4379	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15570_7606	0	0	0	0	11	0	1
M01153_28_000000000-ABJE2_1_1101_15577_7058	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15594_1952	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15601_28435	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15620_25597	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1101_15633_18721	1	0	4	0	0	0	8
M01153_28_000000000-ABJE2_1_1101_15641_15485	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1101_15655_11547	0	0	73	0	0	0	76
M01153_28_000000000-ABJE2_1_1101_15739_18149	1	0	0	0	9	0	0
M01153_28_000000000-ABJE2_1_1101_15744_16643	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15749_19622	0	0	14	0	65	0	3
M01153_28_000000000-ABJE2_1_1101_15752_20026	0	0	36	0	11	0	0
M01153_28_000000000-ABJE2_1_1101_15766_21469	0	0	0	24	0	0	0
M01153_28_000000000-ABJE2_1_1101_15774_3544	0	0	0	2	0	2	0
M01153_28_000000000-ABJE2_1_1101_15779_10424	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_15798_17256	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15804_19085	0	0	0	0	0	0	4
M01153_28_000000000-ABJE2_1_1101_15810_5188	0	0	0	0	0	0	24
M01153_28_000000000-ABJE2_1_1101_15818_19735	0	0	3	0	0	0	3
M01153_28_000000000-ABJE2_1_1101_15844_2038	0	0	1	0	1	0	1
M01153_28_000000000-ABJE2_1_1101_15852_28381	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_15877_5329	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15879_25675	0	0	0	0	0	6	5
M01153_28_000000000-ABJE2_1_1101_15906_10520	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15914_23895	10	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15915_18306	0	20	29	0	0	5	52
M01153_28_000000000-ABJE2_1_1101_15915_5498	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15923_7317	0	0	10	0	0	0	3
M01153_28_000000000-ABJE2_1_1101_15934_21560	35	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15938_13708	3	0	11	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15941_11499	0	154	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15942_4983	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_15944_14861	7	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15948_26841	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15951_27354	0	5	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15954_20230	0	0	0	0	9	13	0
M01153_28_000000000-ABJE2_1_1101_15962_7617	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_15969_7134	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1101_15991_18143	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_15996_14010	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1101_16001_27865	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1101_16017_21651	0	0	0	0	0	0	55
M01153_28_000000000-ABJE2_1_1101_16018_20798	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1101_16018_26135	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_16043_15454	0	75	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1101_16046_22302	0	0	0	5	0	0	0
M01153_28_000000000-ABJE2_1_1101_16062_23854	0	0	0	0	7	0	0
M01153_28_000000000-ABJE2_1_1101_16124_18341	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_16138_13525	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_16156_23382	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_16163_28600	0	0	229	0	0	0	3
M01153_28_000000000-ABJE2_1_1101_16171_8112	0	1	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1101_16173_26518	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1101_16180_6621	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_16181_28747	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_16185_20310	0	0	23	0	0	0	53
M01153_28_000000000-ABJE2_1_1101_16199_2009	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1101_16205_14341	16	0	5	0	8	3	10
M01153_28_000000000-ABJE2_1_1101_16222_18765	0	5	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1101_16223_13389	39	0	0	0	6	13	3
M01153_28_000000000-ABJE2_1_1101_16227_22049	77	0	3	0	39	0	1
M01153_28_000000000-ABJE2_1_1101_16243_16388	1	0	0	0	0	0	0
